model,original_model_name,archive_source,model_used,task_id,dataset_name,n_classes,accuracy_mean,accuracy_ci_lower,accuracy_ci_upper,accuracy_std,accuracy_n_runs,balanced_accuracy_mean,balanced_accuracy_ci_lower,balanced_accuracy_ci_upper,balanced_accuracy_std,balanced_accuracy_n_runs,f1_macro_mean,f1_macro_ci_lower,f1_macro_ci_upper,f1_macro_std,f1_macro_n_runs,f1_micro_mean,f1_micro_ci_lower,f1_micro_ci_upper,f1_micro_std,f1_micro_n_runs,f1_weighted_mean,f1_weighted_ci_lower,f1_weighted_ci_upper,f1_weighted_std,f1_weighted_n_runs,precision_macro_mean,precision_macro_ci_lower,precision_macro_ci_upper,precision_macro_std,precision_macro_n_runs,recall_macro_mean,recall_macro_ci_lower,recall_macro_ci_upper,recall_macro_std,recall_macro_n_runs,roc_auc_mean,roc_auc_ci_lower,roc_auc_ci_upper,roc_auc_std,roc_auc_n_runs
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,14969,GesturePhaseSegmentationProcessed,5,0.275,,,0.0,1,0.196,,,0.0,1,0.0866,,,0.0,1,0.275,,,0.0,1,0.121,,,0.0,1,0.0556,,,0.0,1,0.196,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,14970,har,6,0.405,,,0.0,1,0.395,,,0.0,1,0.389,,,0.0,1,0.405,,,0.0,1,0.398,,,0.0,1,0.435,,,0.0,1,0.395,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,15,breast-w,2,0.964,,,0.0,1,0.962,,,0.0,1,0.959,,,0.0,1,0.964,,,0.0,1,0.964,,,0.0,1,0.957,,,0.0,1,0.962,,,0.0,1,0.962,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,16,mfeat-karhunen,10,0.38,,,0.0,1,0.416,,,0.0,1,0.383,,,0.0,1,0.38,,,0.0,1,0.371,,,0.0,1,0.622,,,0.0,1,0.416,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,167119,jungle_chess_2pcs_raw_endgame_complete,3,0.53,,,0.0,1,0.4,,,0.0,1,0.4,,,0.0,1,0.53,,,0.0,1,0.538,,,0.0,1,0.405,,,0.0,1,0.4,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,167120,numerai28.6,2,0.525,,,0.0,1,0.524,,,0.0,1,0.523,,,0.0,1,0.525,,,0.0,1,0.523,,,0.0,1,0.525,,,0.0,1,0.524,,,0.0,1,0.524,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,167125,Internet-Advertisements,2,0.225,,,0.0,1,0.5,,,0.0,1,0.184,,,0.0,1,0.225,,,0.0,1,0.0827,,,0.0,1,0.112,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,167140,dna,3,0.3,,,0.0,1,0.364,,,0.0,1,0.256,,,0.0,1,0.3,,,0.0,1,0.215,,,0.0,1,0.329,,,0.0,1,0.364,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,167141,churn,2,0.85,,,0.0,1,0.663,,,0.0,1,0.657,,,0.0,1,0.85,,,0.0,1,0.853,,,0.0,1,0.652,,,0.0,1,0.663,,,0.0,1,0.663,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,18,mfeat-morphological,10,0.43,,,0.0,1,0.376,,,0.0,1,0.351,,,0.0,1,0.43,,,0.0,1,0.403,,,0.0,1,0.35,,,0.0,1,0.376,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,2074,satimage,6,0.495,,,0.0,1,0.416,,,0.0,1,0.382,,,0.0,1,0.495,,,0.0,1,0.461,,,0.0,1,0.429,,,0.0,1,0.416,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,2079,eucalyptus,5,0.189,,,0.0,1,0.207,,,0.0,1,0.114,,,0.0,1,0.189,,,0.0,1,0.116,,,0.0,1,0.0837,,,0.0,1,0.207,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,219,electricity,2,0.62,,,0.0,1,0.644,,,0.0,1,0.618,,,0.0,1,0.62,,,0.0,1,0.613,,,0.0,1,0.655,,,0.0,1,0.644,,,0.0,1,0.644,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,22,mfeat-zernike,10,0.085,,,0.0,1,0.101,,,0.0,1,0.0649,,,0.0,1,0.085,,,0.0,1,0.0592,,,0.0,1,0.0586,,,0.0,1,0.101,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,23,cmc,3,0.315,,,0.0,1,0.29,,,0.0,1,0.291,,,0.0,1,0.315,,,0.0,1,0.339,,,0.0,1,0.316,,,0.0,1,0.29,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,28,optdigits,10,0.1,,,0.0,1,0.101,,,0.0,1,0.0472,,,0.0,1,0.1,,,0.0,1,0.0465,,,0.0,1,0.155,,,0.0,1,0.101,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,29,credit-approval,2,0.609,,,0.0,1,0.609,,,0.0,1,0.608,,,0.0,1,0.609,,,0.0,1,0.608,,,0.0,1,0.611,,,0.0,1,0.609,,,0.0,1,0.609,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3,kr-vs-kp,2,0.51,,,0.0,1,0.525,,,0.0,1,0.437,,,0.0,1,0.51,,,0.0,1,0.429,,,0.0,1,0.56,,,0.0,1,0.525,,,0.0,1,0.525,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3021,sick,2,0.85,,,0.0,1,0.826,,,0.0,1,0.632,,,0.0,1,0.85,,,0.0,1,0.887,,,0.0,1,0.605,,,0.0,1,0.826,,,0.0,1,0.826,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3022,vowel,11,0.212,,,0.0,1,0.217,,,0.0,1,0.16,,,0.0,1,0.212,,,0.0,1,0.162,,,0.0,1,0.196,,,0.0,1,0.217,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,31,credit-g,2,0.705,,,0.0,1,0.5,,,0.0,1,0.413,,,0.0,1,0.705,,,0.0,1,0.583,,,0.0,1,0.352,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,32,pendigits,10,0.14,,,0.0,1,0.144,,,0.0,1,0.0992,,,0.0,1,0.14,,,0.0,1,0.0974,,,0.0,1,0.167,,,0.0,1,0.144,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3481,isolet,26,0.055,,,0.0,1,0.0598,,,0.0,1,0.0353,,,0.0,1,0.055,,,0.0,1,0.0357,,,0.0,1,0.0479,,,0.0,1,0.0598,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3549,analcatdata_authorship,4,0.615,,,0.0,1,0.548,,,0.0,1,0.58,,,0.0,1,0.615,,,0.0,1,0.62,,,0.0,1,0.674,,,0.0,1,0.548,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3560,analcatdata_dmft,6,0.181,,,0.0,1,0.167,,,0.0,1,0.133,,,0.0,1,0.181,,,0.0,1,0.151,,,0.0,1,0.141,,,0.0,1,0.167,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3573,mnist_784,10,0.1,,,0.0,1,0.1,,,0.0,1,0.0182,,,0.0,1,0.1,,,0.0,1,0.0182,,,0.0,1,0.01,,,0.0,1,0.1,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,37,diabetes,2,0.753,,,0.0,1,0.723,,,0.0,1,0.727,,,0.0,1,0.753,,,0.0,1,0.751,,,0.0,1,0.731,,,0.0,1,0.723,,,0.0,1,0.723,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3902,pc4,2,0.885,,,0.0,1,0.5,,,0.0,1,0.469,,,0.0,1,0.885,,,0.0,1,0.831,,,0.0,1,0.442,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3903,pc3,2,0.9,,,0.0,1,0.5,,,0.0,1,0.474,,,0.0,1,0.9,,,0.0,1,0.853,,,0.0,1,0.45,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3904,jm1,2,0.715,,,0.0,1,0.548,,,0.0,1,0.55,,,0.0,1,0.715,,,0.0,1,0.705,,,0.0,1,0.555,,,0.0,1,0.548,,,0.0,1,0.548,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3913,kc2,2,0.743,,,0.0,1,0.68,,,0.0,1,0.667,,,0.0,1,0.743,,,0.0,1,0.75,,,0.0,1,0.66,,,0.0,1,0.68,,,0.0,1,0.68,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3917,kc1,2,0.815,,,0.0,1,0.494,,,0.0,1,0.449,,,0.0,1,0.815,,,0.0,1,0.741,,,0.0,1,0.412,,,0.0,1,0.494,,,0.0,1,0.494,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,3918,pc1,2,0.855,,,0.0,1,0.636,,,0.0,1,0.606,,,0.0,1,0.855,,,0.0,1,0.869,,,0.0,1,0.591,,,0.0,1,0.636,,,0.0,1,0.636,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,43,spambase,2,0.795,,,0.0,1,0.779,,,0.0,1,0.782,,,0.0,1,0.795,,,0.0,1,0.787,,,0.0,1,0.83,,,0.0,1,0.779,,,0.0,1,0.779,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,45,splice,3,0.485,,,0.0,1,0.42,,,0.0,1,0.364,,,0.0,1,0.485,,,0.0,1,0.426,,,0.0,1,0.326,,,0.0,1,0.42,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,49,tic-tac-toe,2,0.682,,,0.0,1,0.593,,,0.0,1,0.59,,,0.0,1,0.682,,,0.0,1,0.649,,,0.0,1,0.645,,,0.0,1,0.593,,,0.0,1,0.593,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,53,vehicle,4,0.506,,,0.0,1,0.518,,,0.0,1,0.488,,,0.0,1,0.506,,,0.0,1,0.492,,,0.0,1,0.499,,,0.0,1,0.518,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,6,letter,26,0.11,,,0.0,1,0.105,,,0.0,1,0.0958,,,0.0,1,0.11,,,0.0,1,0.108,,,0.0,1,0.149,,,0.0,1,0.105,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,7592,adult,2,0.53,,,0.0,1,0.544,,,0.0,1,0.499,,,0.0,1,0.53,,,0.0,1,0.563,,,0.0,1,0.533,,,0.0,1,0.544,,,0.0,1,0.544,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9910,Bioresponse,2,0.615,,,0.0,1,0.551,,,0.0,1,0.539,,,0.0,1,0.615,,,0.0,1,0.582,,,0.0,1,0.573,,,0.0,1,0.551,,,0.0,1,0.551,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9946,wdbc,2,0.93,,,0.0,1,0.939,,,0.0,1,0.927,,,0.0,1,0.93,,,0.0,1,0.931,,,0.0,1,0.921,,,0.0,1,0.939,,,0.0,1,0.939,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9952,phoneme,2,0.655,,,0.0,1,0.68,,,0.0,1,0.635,,,0.0,1,0.655,,,0.0,1,0.672,,,0.0,1,0.647,,,0.0,1,0.68,,,0.0,1,0.68,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9957,qsar-biodeg,2,0.665,,,0.0,1,0.5,,,0.0,1,0.399,,,0.0,1,0.665,,,0.0,1,0.531,,,0.0,1,0.332,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9960,wall-robot-navigation,4,0.2,,,0.0,1,0.227,,,0.0,1,0.163,,,0.0,1,0.2,,,0.0,1,0.207,,,0.0,1,0.251,,,0.0,1,0.227,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9964,semeion,10,0.18,,,0.0,1,0.224,,,0.0,1,0.174,,,0.0,1,0.18,,,0.0,1,0.153,,,0.0,1,0.211,,,0.0,1,0.224,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9971,ilpd,2,0.735,,,0.0,1,0.734,,,0.0,1,0.696,,,0.0,1,0.735,,,0.0,1,0.749,,,0.0,1,0.689,,,0.0,1,0.734,,,0.0,1,0.734,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9976,madelon,2,0.46,,,0.0,1,0.456,,,0.0,1,0.44,,,0.0,1,0.46,,,0.0,1,0.442,,,0.0,1,0.45,,,0.0,1,0.456,,,0.0,1,0.456,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9977,nomao,2,0.8,,,0.0,1,0.666,,,0.0,1,0.688,,,0.0,1,0.8,,,0.0,1,0.764,,,0.0,1,0.867,,,0.0,1,0.666,,,0.0,1,0.666,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9978,ozone-level-8hr,2,0.935,,,0.0,1,0.492,,,0.0,1,0.483,,,0.0,1,0.935,,,0.0,1,0.918,,,0.0,1,0.475,,,0.0,1,0.492,,,0.0,1,0.492,,,0.0,1
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9981,cnae-9,9,0.135,,,0.0,1,0.125,,,0.0,1,0.0636,,,0.0,1,0.135,,,0.0,1,0.0618,,,0.0,1,0.153,,,0.0,1,0.125,,,0.0,1,,,,,0
tabllm_gemini,TabLLM,tabllm-api,gemini-2.0-flash,9985,first-order-theorem-proving,6,0.315,,,0.0,1,0.29,,,0.0,1,0.279,,,0.0,1,0.315,,,0.0,1,0.33,,,0.0,1,0.322,,,0.0,1,0.29,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,10093,banknote-authentication,2,0.985,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,10101,blood-transfusion-service-center,2,0.72,,,0.0,1,0.569,,,0.0,1,0.573,,,0.0,1,0.72,,,0.0,1,0.7,,,0.0,1,0.592,,,0.0,1,0.569,,,0.0,1,0.569,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,11,balance-scale,3,0.96,,,0.0,1,0.971,,,0.0,1,0.923,,,0.0,1,0.96,,,0.0,1,0.963,,,0.0,1,0.896,,,0.0,1,0.971,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,12,mfeat-factors,10,0.95,,,0.0,1,0.948,,,0.0,1,0.953,,,0.0,1,0.95,,,0.0,1,0.951,,,0.0,1,0.962,,,0.0,1,0.948,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,125920,dresses-sales,2,0.5,,,0.0,1,0.503,,,0.0,1,0.498,,,0.0,1,0.5,,,0.0,1,0.503,,,0.0,1,0.503,,,0.0,1,0.503,,,0.0,1,0.503,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,125922,texture,11,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,14,mfeat-fourier,10,0.84,,,0.0,1,0.844,,,0.0,1,0.845,,,0.0,1,0.84,,,0.0,1,0.84,,,0.0,1,0.863,,,0.0,1,0.844,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146195,connect-4,3,0.735,,,0.0,1,0.512,,,0.0,1,0.472,,,0.0,1,0.735,,,0.0,1,0.7,,,0.0,1,0.44,,,0.0,1,0.512,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146800,MiceProtein,8,0.99,,,0.0,1,0.992,,,0.0,1,0.991,,,0.0,1,0.99,,,0.0,1,0.99,,,0.0,1,0.99,,,0.0,1,0.992,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146817,steel-plates-fault,7,0.815,,,0.0,1,0.804,,,0.0,1,0.801,,,0.0,1,0.815,,,0.0,1,0.809,,,0.0,1,0.821,,,0.0,1,0.804,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146819,climate-model-simulation-crashes,2,0.935,,,0.0,1,0.695,,,0.0,1,0.749,,,0.0,1,0.935,,,0.0,1,0.925,,,0.0,1,0.871,,,0.0,1,0.695,,,0.0,1,0.695,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,146820,wilt,2,0.995,,,0.0,1,0.964,,,0.0,1,0.98,,,0.0,1,0.995,,,0.0,1,0.995,,,0.0,1,0.997,,,0.0,1,0.964,,,0.0,1,0.964,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,146821,car,4,0.97,,,0.0,1,0.924,,,0.0,1,0.906,,,0.0,1,0.97,,,0.0,1,0.971,,,0.0,1,0.893,,,0.0,1,0.924,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146822,segment,7,0.945,,,0.0,1,0.953,,,0.0,1,0.946,,,0.0,1,0.945,,,0.0,1,0.946,,,0.0,1,0.945,,,0.0,1,0.953,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146824,mfeat-pixel,10,0.95,,,0.0,1,0.951,,,0.0,1,0.952,,,0.0,1,0.95,,,0.0,1,0.95,,,0.0,1,0.957,,,0.0,1,0.951,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,146825,Fashion-MNIST,10,0.8,,,0.0,1,0.801,,,0.0,1,0.802,,,0.0,1,0.8,,,0.0,1,0.803,,,0.0,1,0.82,,,0.0,1,0.801,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,14952,PhishingWebsites,2,0.925,,,0.0,1,0.918,,,0.0,1,0.923,,,0.0,1,0.925,,,0.0,1,0.924,,,0.0,1,0.932,,,0.0,1,0.918,,,0.0,1,0.918,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,14954,cylinder-bands,2,0.778,,,0.0,1,0.758,,,0.0,1,0.762,,,0.0,1,0.778,,,0.0,1,0.769,,,0.0,1,0.806,,,0.0,1,0.758,,,0.0,1,0.758,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,14965,bank-marketing,2,0.9,,,0.0,1,0.827,,,0.0,1,0.819,,,0.0,1,0.9,,,0.0,1,0.901,,,0.0,1,0.811,,,0.0,1,0.827,,,0.0,1,0.827,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,14969,GesturePhaseSegmentationProcessed,5,0.725,,,0.0,1,0.682,,,0.0,1,0.697,,,0.0,1,0.725,,,0.0,1,0.72,,,0.0,1,0.739,,,0.0,1,0.682,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,14970,har,6,0.995,,,0.0,1,0.996,,,0.0,1,0.995,,,0.0,1,0.995,,,0.0,1,0.995,,,0.0,1,0.993,,,0.0,1,0.996,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,15,breast-w,2,0.979,,,0.0,1,0.984,,,0.0,1,0.976,,,0.0,1,0.979,,,0.0,1,0.979,,,0.0,1,0.969,,,0.0,1,0.984,,,0.0,1,0.984,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,16,mfeat-karhunen,10,0.95,,,0.0,1,0.95,,,0.0,1,0.952,,,0.0,1,0.95,,,0.0,1,0.951,,,0.0,1,0.957,,,0.0,1,0.95,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,167119,jungle_chess_2pcs_raw_endgame_complete,3,0.83,,,0.0,1,0.823,,,0.0,1,0.806,,,0.0,1,0.83,,,0.0,1,0.832,,,0.0,1,0.799,,,0.0,1,0.823,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,167120,numerai28.6,2,0.51,,,0.0,1,0.508,,,0.0,1,0.487,,,0.0,1,0.51,,,0.0,1,0.488,,,0.0,1,0.51,,,0.0,1,0.508,,,0.0,1,0.508,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,167125,Internet-Advertisements,2,0.945,,,0.0,1,0.894,,,0.0,1,0.916,,,0.0,1,0.945,,,0.0,1,0.943,,,0.0,1,0.946,,,0.0,1,0.894,,,0.0,1,0.894,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,167140,dna,3,0.97,,,0.0,1,0.961,,,0.0,1,0.961,,,0.0,1,0.97,,,0.0,1,0.97,,,0.0,1,0.961,,,0.0,1,0.961,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,167141,churn,2,0.955,,,0.0,1,0.866,,,0.0,1,0.887,,,0.0,1,0.955,,,0.0,1,0.954,,,0.0,1,0.912,,,0.0,1,0.866,,,0.0,1,0.866,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,18,mfeat-morphological,10,0.75,,,0.0,1,0.752,,,0.0,1,0.735,,,0.0,1,0.75,,,0.0,1,0.736,,,0.0,1,0.765,,,0.0,1,0.752,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,2074,satimage,6,0.9,,,0.0,1,0.884,,,0.0,1,0.89,,,0.0,1,0.9,,,0.0,1,0.901,,,0.0,1,0.898,,,0.0,1,0.884,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,2079,eucalyptus,5,0.635,,,0.0,1,0.631,,,0.0,1,0.62,,,0.0,1,0.635,,,0.0,1,0.636,,,0.0,1,0.652,,,0.0,1,0.631,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,219,electricity,2,0.8,,,0.0,1,0.78,,,0.0,1,0.787,,,0.0,1,0.8,,,0.0,1,0.794,,,0.0,1,0.816,,,0.0,1,0.78,,,0.0,1,0.78,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,22,mfeat-zernike,10,0.795,,,0.0,1,0.794,,,0.0,1,0.788,,,0.0,1,0.795,,,0.0,1,0.786,,,0.0,1,0.795,,,0.0,1,0.794,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,23,cmc,3,0.565,,,0.0,1,0.58,,,0.0,1,0.559,,,0.0,1,0.565,,,0.0,1,0.579,,,0.0,1,0.627,,,0.0,1,0.58,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,28,optdigits,10,0.99,,,0.0,1,0.991,,,0.0,1,0.99,,,0.0,1,0.99,,,0.0,1,0.99,,,0.0,1,0.99,,,0.0,1,0.991,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,29,credit-approval,2,0.804,,,0.0,1,0.807,,,0.0,1,0.801,,,0.0,1,0.804,,,0.0,1,0.8,,,0.0,1,0.835,,,0.0,1,0.807,,,0.0,1,0.807,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3,kr-vs-kp,2,0.975,,,0.0,1,0.976,,,0.0,1,0.975,,,0.0,1,0.975,,,0.0,1,0.975,,,0.0,1,0.975,,,0.0,1,0.976,,,0.0,1,0.976,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3021,sick,2,0.975,,,0.0,1,0.939,,,0.0,1,0.885,,,0.0,1,0.975,,,0.0,1,0.977,,,0.0,1,0.843,,,0.0,1,0.939,,,0.0,1,0.939,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3022,vowel,11,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,31,credit-g,2,0.705,,,0.0,1,0.682,,,0.0,1,0.668,,,0.0,1,0.705,,,0.0,1,0.713,,,0.0,1,0.663,,,0.0,1,0.682,,,0.0,1,0.682,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,32,pendigits,10,0.98,,,0.0,1,0.976,,,0.0,1,0.978,,,0.0,1,0.98,,,0.0,1,0.98,,,0.0,1,0.981,,,0.0,1,0.976,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,3481,isolet,26,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,3549,analcatdata_authorship,4,0.982,,,0.0,1,0.985,,,0.0,1,0.986,,,0.0,1,0.982,,,0.0,1,0.982,,,0.0,1,0.987,,,0.0,1,0.985,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,3560,analcatdata_dmft,6,0.169,,,0.0,1,0.157,,,0.0,1,0.151,,,0.0,1,0.169,,,0.0,1,0.162,,,0.0,1,0.148,,,0.0,1,0.157,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,3573,mnist_784,10,0.915,,,0.0,1,0.917,,,0.0,1,0.914,,,0.0,1,0.915,,,0.0,1,0.915,,,0.0,1,0.916,,,0.0,1,0.917,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,37,diabetes,2,0.727,,,0.0,1,0.735,,,0.0,1,0.718,,,0.0,1,0.727,,,0.0,1,0.733,,,0.0,1,0.717,,,0.0,1,0.735,,,0.0,1,0.735,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3902,pc4,2,0.9,,,0.0,1,0.717,,,0.0,1,0.734,,,0.0,1,0.9,,,0.0,1,0.896,,,0.0,1,0.756,,,0.0,1,0.717,,,0.0,1,0.717,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3903,pc3,2,0.835,,,0.0,1,0.553,,,0.0,1,0.552,,,0.0,1,0.835,,,0.0,1,0.837,,,0.0,1,0.551,,,0.0,1,0.553,,,0.0,1,0.553,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3904,jm1,2,0.775,,,0.0,1,0.595,,,0.0,1,0.606,,,0.0,1,0.775,,,0.0,1,0.753,,,0.0,1,0.642,,,0.0,1,0.595,,,0.0,1,0.595,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3913,kc2,2,0.8,,,0.0,1,0.718,,,0.0,1,0.72,,,0.0,1,0.8,,,0.0,1,0.799,,,0.0,1,0.724,,,0.0,1,0.718,,,0.0,1,0.718,,,0.0,1
